"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check Project creation.","1","checkCreateProjectTest","Test Rail Regression Test","Sat Jul 19 10:20:06 GMT 2025","skipped","Sat Jul 19 10:20:06 GMT 2025","tests.ui.ProjectTest","Smoke","tests.ui.ProjectTest","checkCreateProjectTest"
"Check Project creation.","1","createNewProjectTest","Test Rail Regression Test","Sat Jul 19 10:20:05 GMT 2025","skipped","Sat Jul 19 10:20:05 GMT 2025","tests.api.CRUDProjectTest","Smoke","tests.api.CRUDProjectTest","createNewProjectTest"
"","0","Setup browser","Test Rail Regression Test","Sat Jul 19 10:20:07 GMT 2025","broken","Sat Jul 19 10:20:07 GMT 2025","tests.ui.TestCaseTest","Smoke","tests.ui.TestCaseTest","setup"
"","1","Setup browser","Test Rail Regression Test","Sat Jul 19 10:20:07 GMT 2025","broken","Sat Jul 19 10:20:07 GMT 2025","tests.ui.TestRunTest","Smoke","tests.ui.TestRunTest","setup"
"","0","Setup browser","Test Rail Regression Test","Sat Jul 19 10:20:05 GMT 2025","broken","Sat Jul 19 10:20:05 GMT 2025","tests.ui.MilestonesTest","Smoke","tests.ui.MilestonesTest","setup"
"Check Test Run creation.","0","checkCreateTestRunTest","Test Rail Regression Test","Sat Jul 19 10:20:06 GMT 2025","skipped","Sat Jul 19 10:20:06 GMT 2025","tests.ui.TestRunTest","Smoke","tests.ui.TestRunTest","checkCreateTestRunTest"
"Check Project editing.","1","updateExistingProjectTest","Test Rail Regression Test","Sat Jul 19 10:20:05 GMT 2025","skipped","Sat Jul 19 10:20:05 GMT 2025","tests.api.CRUDProjectTest","Mat","tests.api.CRUDProjectTest","updateExistingProjectTest"
"Check Test Case editing.","1","checkEditTestCaseTest","Test Rail Regression Test","Sat Jul 19 10:20:05 GMT 2025","skipped","Sat Jul 19 10:20:05 GMT 2025","tests.ui.TestCaseTest","Mat","tests.ui.TestCaseTest","checkEditTestCaseTest"
"","0","Setup browser","Test Rail Regression Test","Sat Jul 19 10:20:06 GMT 2025","broken","Sat Jul 19 10:20:06 GMT 2025","tests.ui.EndToEndTest","Smoke","tests.ui.EndToEndTest","setup"
"Check Test Cases creation.","0","checkCreateTestCaseTest","Test Rail Regression Test","Sat Jul 19 10:20:05 GMT 2025","skipped","Sat Jul 19 10:20:05 GMT 2025","tests.ui.TestCaseTest","Smoke","tests.ui.TestCaseTest","checkCreateTestCaseTest"
"Check Project deletion.","0","checkDeleteProjectTest","Test Rail Regression Test","Sat Jul 19 10:20:07 GMT 2025","skipped","Sat Jul 19 10:20:07 GMT 2025","tests.ui.ProjectTest","Smoke","tests.ui.ProjectTest","checkDeleteProjectTest"
"","0","Setup browser","Test Rail Regression Test","Sat Jul 19 10:20:06 GMT 2025","broken","Sat Jul 19 10:20:06 GMT 2025","tests.ui.MilestonesTest","Mat","tests.ui.MilestonesTest","setup"
"Check Test Run editing.","0","checkEditTestRunTest","Test Rail Regression Test","Sat Jul 19 10:20:06 GMT 2025","skipped","Sat Jul 19 10:20:06 GMT 2025","tests.ui.TestRunTest","Mat","tests.ui.TestRunTest","checkEditTestRunTest"
