"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check Test Case editing.","13874","checkEditTestCaseTest","Test Rail Regression Test","Sun Jul 13 19:27:04 GMT 2025","passed","Sun Jul 13 19:27:18 GMT 2025","tests.ui.TestCaseTest","Mat","tests.ui.TestCaseTest","checkEditTestCaseTest"
"Check Project deletion.","1537","deleteProjectByName","Test Rail Regression Test","Sun Jul 13 19:28:05 GMT 2025","passed","Sun Jul 13 19:28:06 GMT 2025","tests.api.CRUDProjectTest","Smoke","tests.api.CRUDProjectTest","deleteProjectByName"
"Check Test Run deletion.","6379","checkDeleteTestRunTest","Test Rail Regression Test","Sun Jul 13 19:28:25 GMT 2025","passed","Sun Jul 13 19:28:32 GMT 2025","tests.ui.TestRunTest","Smoke","tests.ui.TestRunTest","checkDeleteTestRunTest"
"Check Project creation.","3832","checkCreateProjectTest","Test Rail Regression Test","Sun Jul 13 19:28:00 GMT 2025","passed","Sun Jul 13 19:28:04 GMT 2025","tests.ui.ProjectTest","Smoke","tests.ui.ProjectTest","checkCreateProjectTest"
"Check Test Run creation.","5163","checkCreateTestRunTest","Test Rail Regression Test","Sun Jul 13 19:27:55 GMT 2025","passed","Sun Jul 13 19:28:00 GMT 2025","tests.ui.TestRunTest","Smoke","tests.ui.TestRunTest","checkCreateTestRunTest"
"Check Project deletion.","3867","checkDeleteProjectTest","Test Rail Regression Test","Sun Jul 13 19:28:32 GMT 2025","passed","Sun Jul 13 19:28:36 GMT 2025","tests.ui.ProjectTest","Smoke","tests.ui.ProjectTest","checkDeleteProjectTest"
"Check Test Cases creation.","11753","checkCreateTestCaseTest","Test Rail Regression Test","Sun Jul 13 19:27:03 GMT 2025","passed","Sun Jul 13 19:27:15 GMT 2025","tests.ui.TestCaseTest","Smoke","tests.ui.TestCaseTest","checkCreateTestCaseTest"
"Check Project editing.","5429","checkEditProjectTest","Test Rail Regression Test","Sun Jul 13 19:27:34 GMT 2025","passed","Sun Jul 13 19:27:40 GMT 2025","tests.ui.ProjectTest","Mat","tests.ui.ProjectTest","checkEditProjectTest"
"Check Project editing.","868","updateExistingProjectTest","Test Rail Regression Test","Sun Jul 13 19:27:03 GMT 2025","passed","Sun Jul 13 19:27:04 GMT 2025","tests.api.CRUDProjectTest","Mat","tests.api.CRUDProjectTest","updateExistingProjectTest"
"Check Project reading.","2760","readNewProjectTest","Test Rail Regression Test","Sun Jul 13 19:26:59 GMT 2025","passed","Sun Jul 13 19:27:02 GMT 2025","tests.api.CRUDProjectTest","Mat","tests.api.CRUDProjectTest","readNewProjectTest"
"Check that the test completes all necessary steps to set statuses for created test cases.","32615","createProjectWithRunsAndSetStatus","Test Rail Regression Test","Sun Jul 13 19:27:22 GMT 2025","passed","Sun Jul 13 19:27:54 GMT 2025","tests.ui.EndToEndTest","Smoke","tests.ui.EndToEndTest","createProjectWithRunsAndSetStatus"
"Check Project creation.","2753","createNewProjectTest","Test Rail Regression Test","Sun Jul 13 19:26:59 GMT 2025","passed","Sun Jul 13 19:27:02 GMT 2025","tests.api.CRUDProjectTest","Smoke","tests.api.CRUDProjectTest","createNewProjectTest"
"Check Milestone creation.","6092","checkCreateMilestoneTest","Test Rail Regression Test","Sun Jul 13 19:27:15 GMT 2025","passed","Sun Jul 13 19:27:21 GMT 2025","tests.ui.MilestonesTest","Smoke","tests.ui.MilestonesTest","checkCreateMilestoneTest"
"Check Milestone editing.","7760","checkEditMilestoneTest","Test Rail Regression Test","Sun Jul 13 19:27:19 GMT 2025","passed","Sun Jul 13 19:27:26 GMT 2025","tests.ui.MilestonesTest","Mat","tests.ui.MilestonesTest","checkEditMilestoneTest"
"Check Test Run editing.","6963","checkEditTestRunTest","Test Rail Regression Test","Sun Jul 13 19:27:27 GMT 2025","passed","Sun Jul 13 19:27:34 GMT 2025","tests.ui.TestRunTest","Mat","tests.ui.TestRunTest","checkEditTestRunTest"
"Check Test Case deletion.","14265","checkDeleteTestCaseTest","Test Rail Regression Test","Sun Jul 13 19:28:11 GMT 2025","passed","Sun Jul 13 19:28:25 GMT 2025","tests.ui.TestCaseTest","Smoke","tests.ui.TestCaseTest","checkDeleteTestCaseTest"
