"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check Project editing.","5420","checkEditProjectTest","Test Rail Regression Test","Mon Jul 14 07:41:05 GMT 2025","passed","Mon Jul 14 07:41:10 GMT 2025","tests.ui.ProjectTest","Mat","tests.ui.ProjectTest","checkEditProjectTest"
"Check Project deletion.","1347","deleteProjectByName","Test Rail Regression Test","Mon Jul 14 07:41:39 GMT 2025","passed","Mon Jul 14 07:41:41 GMT 2025","tests.api.CRUDProjectTest","Smoke","tests.api.CRUDProjectTest","deleteProjectByName"
"Check Project deletion.","4305","checkDeleteProjectTest","Test Rail Regression Test","Mon Jul 14 07:42:37 GMT 2025","passed","Mon Jul 14 07:42:41 GMT 2025","tests.ui.ProjectTest","Smoke","tests.ui.ProjectTest","checkDeleteProjectTest"
"Check Test Run editing.","9627","checkEditTestRunTest","Test Rail Regression Test","Mon Jul 14 07:40:54 GMT 2025","failed","Mon Jul 14 07:41:04 GMT 2025","tests.ui.TestRunTest","Mat","tests.ui.TestRunTest","checkEditTestRunTest"
"Check Project creation.","3627","createNewProjectTest","Test Rail Regression Test","Mon Jul 14 07:39:50 GMT 2025","passed","Mon Jul 14 07:39:53 GMT 2025","tests.api.CRUDProjectTest","Smoke","tests.api.CRUDProjectTest","createNewProjectTest"
"Check Project editing.","666","updateExistingProjectTest","Test Rail Regression Test","Mon Jul 14 07:39:54 GMT 2025","passed","Mon Jul 14 07:39:55 GMT 2025","tests.api.CRUDProjectTest","Mat","tests.api.CRUDProjectTest","updateExistingProjectTest"
"Check that the test completes all necessary steps to set statuses for created test cases.","10685","createProjectWithRunsAndSetStatus","Test Rail Regression Test","Mon Jul 14 07:40:55 GMT 2025","broken","Mon Jul 14 07:41:06 GMT 2025","tests.ui.EndToEndTest","Smoke","tests.ui.EndToEndTest","createProjectWithRunsAndSetStatus"
"Check Project reading.","3657","readNewProjectTest","Test Rail Regression Test","Mon Jul 14 07:39:50 GMT 2025","passed","Mon Jul 14 07:39:54 GMT 2025","tests.api.CRUDProjectTest","Mat","tests.api.CRUDProjectTest","readNewProjectTest"
"Check Milestone creation.","6007","checkCreateMilestoneTest","Test Rail Regression Test","Mon Jul 14 07:40:25 GMT 2025","passed","Mon Jul 14 07:40:31 GMT 2025","tests.ui.MilestonesTest","Smoke","tests.ui.MilestonesTest","checkCreateMilestoneTest"
"Check Milestone editing.","7712","checkEditMilestoneTest","Test Rail Regression Test","Mon Jul 14 07:40:25 GMT 2025","passed","Mon Jul 14 07:40:33 GMT 2025","tests.ui.MilestonesTest","Mat","tests.ui.MilestonesTest","checkEditMilestoneTest"
"Check Test Run deletion.","9010","checkDeleteTestRunTest","Test Rail Regression Test","Mon Jul 14 07:42:27 GMT 2025","failed","Mon Jul 14 07:42:36 GMT 2025","tests.ui.TestRunTest","Smoke","tests.ui.TestRunTest","checkDeleteTestRunTest"
"Check Test Run creation.","8988","checkCreateTestRunTest","Test Rail Regression Test","Mon Jul 14 07:41:26 GMT 2025","failed","Mon Jul 14 07:41:35 GMT 2025","tests.ui.TestRunTest","Smoke","tests.ui.TestRunTest","checkCreateTestRunTest"
"Check Test Case editing.","9268","checkEditTestCaseTest","Test Rail Regression Test","Mon Jul 14 07:40:15 GMT 2025","broken","Mon Jul 14 07:40:25 GMT 2025","tests.ui.TestCaseTest","Mat","tests.ui.TestCaseTest","checkEditTestCaseTest"
"Check Project creation.","3568","checkCreateProjectTest","Test Rail Regression Test","Mon Jul 14 07:41:35 GMT 2025","passed","Mon Jul 14 07:41:39 GMT 2025","tests.ui.ProjectTest","Smoke","tests.ui.ProjectTest","checkCreateProjectTest"
"Check Test Cases creation.","9312","checkCreateTestCaseTest","Test Rail Regression Test","Mon Jul 14 07:40:15 GMT 2025","broken","Mon Jul 14 07:40:24 GMT 2025","tests.ui.TestCaseTest","Smoke","tests.ui.TestCaseTest","checkCreateTestCaseTest"
"Check Test Case deletion.","8676","checkDeleteTestCaseTest","Test Rail Regression Test","Mon Jul 14 07:41:59 GMT 2025","broken","Mon Jul 14 07:42:08 GMT 2025","tests.ui.TestCaseTest","Smoke","tests.ui.TestCaseTest","checkDeleteTestCaseTest"
