"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check Project deletion.","4155","checkDeleteProjectTest","Test Rail Regression Test","Sun Jul 13 18:09:09 GMT 2025","passed","Sun Jul 13 18:09:13 GMT 2025","tests.ui.ProjectTest","Smoke","tests.ui.ProjectTest","checkDeleteProjectTest"
"Check Test Case editing.","17415","checkEditTestCaseTest","Test Rail Regression Test","Sun Jul 13 18:07:38 GMT 2025","passed","Sun Jul 13 18:07:55 GMT 2025","tests.ui.TestCaseTest","Mat","tests.ui.TestCaseTest","checkEditTestCaseTest"
"Check Project editing.","5669","checkEditProjectTest","Test Rail Regression Test","Sun Jul 13 18:08:24 GMT 2025","passed","Sun Jul 13 18:08:29 GMT 2025","tests.ui.ProjectTest","Mat","tests.ui.ProjectTest","checkEditProjectTest"
"Check Test Case deletion.","15743","checkDeleteTestCaseTest","Test Rail Regression Test","Sun Jul 13 18:08:46 GMT 2025","passed","Sun Jul 13 18:09:02 GMT 2025","tests.ui.TestCaseTest","Smoke","tests.ui.TestCaseTest","checkDeleteTestCaseTest"
"Check Project creation.","34","createNewProjectTest","Test Rail Regression Test","Sun Jul 13 18:07:36 GMT 2025","broken","Sun Jul 13 18:07:36 GMT 2025","tests.api.CRUDProjectTest","Smoke","tests.api.CRUDProjectTest","createNewProjectTest"
"Check Test Run editing.","7878","checkEditTestRunTest","Test Rail Regression Test","Sun Jul 13 18:08:05 GMT 2025","passed","Sun Jul 13 18:08:13 GMT 2025","tests.ui.TestRunTest","Mat","tests.ui.TestRunTest","checkEditTestRunTest"
"Check Milestone editing.","8563","checkEditMilestoneTest","Test Rail Regression Test","Sun Jul 13 18:07:56 GMT 2025","passed","Sun Jul 13 18:08:05 GMT 2025","tests.ui.MilestonesTest","Mat","tests.ui.MilestonesTest","checkEditMilestoneTest"
"Check that the test completes all necessary steps to set statuses for created test cases.","34622","createProjectWithRunsAndSetStatus","Test Rail Regression Test","Sun Jul 13 18:07:59 GMT 2025","passed","Sun Jul 13 18:08:34 GMT 2025","tests.ui.EndToEndTest","Smoke","tests.ui.EndToEndTest","createProjectWithRunsAndSetStatus"
"Check Project deletion.","1","deleteProjectByName","Test Rail Regression Test","Sun Jul 13 18:08:46 GMT 2025","broken","Sun Jul 13 18:08:46 GMT 2025","tests.api.CRUDProjectTest","Smoke","tests.api.CRUDProjectTest","deleteProjectByName"
"Check Project editing.","14","updateExistingProjectTest","Test Rail Regression Test","Sun Jul 13 18:07:37 GMT 2025","broken","Sun Jul 13 18:07:37 GMT 2025","tests.api.CRUDProjectTest","Mat","tests.api.CRUDProjectTest","updateExistingProjectTest"
"Check Project reading.","38","readNewProjectTest","Test Rail Regression Test","Sun Jul 13 18:07:36 GMT 2025","broken","Sun Jul 13 18:07:36 GMT 2025","tests.api.CRUDProjectTest","Mat","tests.api.CRUDProjectTest","readNewProjectTest"
"Check Milestone creation.","7093","checkCreateMilestoneTest","Test Rail Regression Test","Sun Jul 13 18:07:51 GMT 2025","passed","Sun Jul 13 18:07:59 GMT 2025","tests.ui.MilestonesTest","Smoke","tests.ui.MilestonesTest","checkCreateMilestoneTest"
"Check Project creation.","4333","checkCreateProjectTest","Test Rail Regression Test","Sun Jul 13 18:08:40 GMT 2025","passed","Sun Jul 13 18:08:44 GMT 2025","tests.ui.ProjectTest","Smoke","tests.ui.ProjectTest","checkCreateProjectTest"
"Check Test Run deletion.","6529","checkDeleteTestRunTest","Test Rail Regression Test","Sun Jul 13 18:09:02 GMT 2025","passed","Sun Jul 13 18:09:09 GMT 2025","tests.ui.TestRunTest","Smoke","tests.ui.TestRunTest","checkDeleteTestRunTest"
"Check Test Cases creation.","14453","checkCreateTestCaseTest","Test Rail Regression Test","Sun Jul 13 18:07:36 GMT 2025","passed","Sun Jul 13 18:07:51 GMT 2025","tests.ui.TestCaseTest","Smoke","tests.ui.TestCaseTest","checkCreateTestCaseTest"
"Check Test Run creation.","5445","checkCreateTestRunTest","Test Rail Regression Test","Sun Jul 13 18:08:34 GMT 2025","passed","Sun Jul 13 18:08:40 GMT 2025","tests.ui.TestRunTest","Smoke","tests.ui.TestRunTest","checkCreateTestRunTest"
