"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check Project deletion.","1421","deleteProjectByName","Test Rail Regression Test","Sun Jul 13 19:35:50 GMT 2025","passed","Sun Jul 13 19:35:51 GMT 2025","tests.api.CRUDProjectTest","Smoke","tests.api.CRUDProjectTest","deleteProjectByName"
"Check Project reading.","3793","readNewProjectTest","Test Rail Regression Test","Sun Jul 13 19:33:57 GMT 2025","passed","Sun Jul 13 19:34:01 GMT 2025","tests.api.CRUDProjectTest","Mat","tests.api.CRUDProjectTest","readNewProjectTest"
"Check Test Cases creation.","9099","checkCreateTestCaseTest","Test Rail Regression Test","Sun Jul 13 19:34:25 GMT 2025","broken","Sun Jul 13 19:34:34 GMT 2025","tests.ui.TestCaseTest","Smoke","tests.ui.TestCaseTest","checkCreateTestCaseTest"
"Check Milestone editing.","8186","checkEditMilestoneTest","Test Rail Regression Test","Sun Jul 13 19:34:35 GMT 2025","passed","Sun Jul 13 19:34:44 GMT 2025","tests.ui.MilestonesTest","Mat","tests.ui.MilestonesTest","checkEditMilestoneTest"
"Check Test Case editing.","9154","checkEditTestCaseTest","Test Rail Regression Test","Sun Jul 13 19:34:25 GMT 2025","broken","Sun Jul 13 19:34:35 GMT 2025","tests.ui.TestCaseTest","Mat","tests.ui.TestCaseTest","checkEditTestCaseTest"
"Check Project creation.","3648","checkCreateProjectTest","Test Rail Regression Test","Sun Jul 13 19:35:46 GMT 2025","passed","Sun Jul 13 19:35:49 GMT 2025","tests.ui.ProjectTest","Smoke","tests.ui.ProjectTest","checkCreateProjectTest"
"Check Test Run editing.","9462","checkEditTestRunTest","Test Rail Regression Test","Sun Jul 13 19:35:05 GMT 2025","failed","Sun Jul 13 19:35:14 GMT 2025","tests.ui.TestRunTest","Mat","tests.ui.TestRunTest","checkEditTestRunTest"
"Check Project editing.","4918","checkEditProjectTest","Test Rail Regression Test","Sun Jul 13 19:35:21 GMT 2025","passed","Sun Jul 13 19:35:26 GMT 2025","tests.ui.ProjectTest","Mat","tests.ui.ProjectTest","checkEditProjectTest"
"Check Test Run deletion.","8933","checkDeleteTestRunTest","Test Rail Regression Test","Sun Jul 13 19:36:37 GMT 2025","failed","Sun Jul 13 19:36:46 GMT 2025","tests.ui.TestRunTest","Smoke","tests.ui.TestRunTest","checkDeleteTestRunTest"
"Check Project deletion.","3767","checkDeleteProjectTest","Test Rail Regression Test","Sun Jul 13 19:36:46 GMT 2025","passed","Sun Jul 13 19:36:50 GMT 2025","tests.ui.ProjectTest","Smoke","tests.ui.ProjectTest","checkDeleteProjectTest"
"Check Project editing.","732","updateExistingProjectTest","Test Rail Regression Test","Sun Jul 13 19:34:02 GMT 2025","passed","Sun Jul 13 19:34:03 GMT 2025","tests.api.CRUDProjectTest","Mat","tests.api.CRUDProjectTest","updateExistingProjectTest"
"Check that the test completes all necessary steps to set statuses for created test cases.","10808","createProjectWithRunsAndSetStatus","Test Rail Regression Test","Sun Jul 13 19:35:05 GMT 2025","broken","Sun Jul 13 19:35:16 GMT 2025","tests.ui.EndToEndTest","Smoke","tests.ui.EndToEndTest","createProjectWithRunsAndSetStatus"
"Check Milestone creation.","6068","checkCreateMilestoneTest","Test Rail Regression Test","Sun Jul 13 19:34:35 GMT 2025","passed","Sun Jul 13 19:34:41 GMT 2025","tests.ui.MilestonesTest","Smoke","tests.ui.MilestonesTest","checkCreateMilestoneTest"
"Check Test Case deletion.","8452","checkDeleteTestCaseTest","Test Rail Regression Test","Sun Jul 13 19:36:09 GMT 2025","broken","Sun Jul 13 19:36:18 GMT 2025","tests.ui.TestCaseTest","Smoke","tests.ui.TestCaseTest","checkDeleteTestCaseTest"
"Check Test Run creation.","8757","checkCreateTestRunTest","Test Rail Regression Test","Sun Jul 13 19:35:36 GMT 2025","failed","Sun Jul 13 19:35:45 GMT 2025","tests.ui.TestRunTest","Smoke","tests.ui.TestRunTest","checkCreateTestRunTest"
"Check Project creation.","3769","createNewProjectTest","Test Rail Regression Test","Sun Jul 13 19:33:57 GMT 2025","passed","Sun Jul 13 19:34:01 GMT 2025","tests.api.CRUDProjectTest","Smoke","tests.api.CRUDProjectTest","createNewProjectTest"
